line_id,document_no,doc_type,original_document_no,document_date,rep_code,customer_code,country,sku,quantity,unit_list_price_local,discount_pct,net_amount_local,currency,exported_at
L0011369,INV-2024-005485,INV,,2024-11-21,REP-004,CUST-00014,Egypt,PS-IMPL,3.0,38650.56,0.0673,108148.13,EGP,2026-01-05 06:00:00
L0029144,INV-2025-014136,INV,,2025-12-23,REP-016,CUST-00264,Egypt,CN-FIB-100,1.0,121088.88,0.0872,110529.93,EGP,2026-01-05 06:00:00
L0009622,INV-2024-004678,INV,,2024-09-18,REP-044,CUST-00455,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0589,8469.9,SAR,2026-01-05 06:00:00
L0014286,INV-2025-006866,INV,,2025-01-02,REP-007,CUST-00044,Egypt,DV-RTR,10.0,54646.57,0.1059,488594.98,EGP,2026-01-05 06:00:00
L0018251,INV-2025-008841,INV,,2025-04-04,REP-031,CUST-00390,Saudi Arabia,CL-BKP,1.0,4500.0,0.0623,4219.65,SAR,2026-01-05 06:00:00
L0005240,INV-2024-002590,INV,,2024-05-29,REP-053,CUST-00772,UAE,CN-SDWAN,2.0,13221.0,0.111,23506.94,AED,2026-01-05 06:00:00
L0023521,INV-2025-011440,INV,,2025-08-30,REP-079,CUST-00232,Egypt,DV-AP,4.0,22438.48,0.0821,82385.12,EGP,2026-01-05 06:00:00
L0028532,INV-2025-013820,INV,,2025-11-14,REP-060,CUST-00820,UAE,MS-HELP,1.0,17628.0,0.2208,13735.74,AED,2026-01-05 06:00:00
L0029147,INV-2025-014138,INV,,2025-12-24,REP-016,CUST-00141,Egypt,CN-FIB-100,1.0,121088.88,0.1269,105722.7,EGP,2026-01-05 06:00:00
L0029282,INV-2025-014214,INV,,2025-12-10,REP-077,CUST-00312,Egypt,CL-BKP,1.0,60544.44,0.0498,57529.33,EGP,2026-01-05 06:00:00
L0026782,INV-2025-013005,INV,,2025-10-27,REP-050,CUST-00717,UAE,MS-COLO,2.0,9600.0,0.114,17011.2,USD,2026-01-05 06:00:00
L0005831,INV-2024-002872,INV,,2024-06-29,REP-018,CUST-00127,Egypt,CN-FIB-100,1.0,115480.08,0.137,99659.31,EGP,2026-01-05 06:00:00
L0013825,INV-2024-006657,INV,,2024-12-04,REP-056,CUST-00744,UAE,CN-FIB-1G,1.0,51415.0,0.0882,46880.2,AED,2026-01-05 06:00:00
L0008198,INV-2024-004009,INV,,2024-08-28,REP-022,CUST-00374,Egypt,CY-EDR,1.0,143464.8,0.1833,117167.7,EGP,2026-01-05 06:00:00
L0025454,INV-2025-012329,INV,,2025-09-10,REP-072,CUST-00750,UAE,CN-FIB-100,5.0,8814.0,0.0604,41408.17,AED,2026-01-05 06:00:00
L0026644,INV-2025-012929,INV,,2025-10-22,REP-044,CUST-00483,Saudi Arabia,DV-SW48,1.0,8250.0,0.0641,7721.17,SAR,2026-01-05 06:00:00
L0017367,INV-2025-008405,INV,,2025-03-25,REP-046,CUST-00686,Saudi Arabia,DV-AP,2.0,1687.5,0.0763,3117.49,SAR,2026-01-05 06:00:00
L0008906,INV-2024-004332,INV,,13/09/2024,REP-002,CUST-00070,Egypt,CL-IAAS-S,7.0,86826.42,0.0942,550531.6,EGP,2026-01-05 06:00:00
L0009850,INV-2024-004778,INV,,2024-09-23,REP-059,CUST-00818,UAE,DV-AP,14.0,1652.62,0.1796,18981.33,AED,2026-01-05 06:00:00
L0001570,INV-2024-000762,INV,,2024-02-02,REP-038,CUST-00666,Saudi Arabia,DV-AP,17.0,1687.5,0.0847,26257.67,SAR,2026-01-05 06:00:00
L0006172,INV-2024-003032,INV,,2024-06-07,REP-038,CUST-00610,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0332,8701.2,SAR,2026-01-05 06:00:00
L0010890,INV-2024-005281,INV,,2024-10-05,REP-049,CUST-00714,UAE,CY-FW,4.0,22035.0,0.1038,78991.07,AED,2026-01-05 06:00:00
L0024627,INV-2025-011953,INV,,2025-09-30,REP-019,CUST-00245,Egypt,CN-FIB-100,1.0,120147.84,0.0473,114464.85,EGP,2026-01-05 06:00:00
L0021448,INV-2025-010431,INV,,2025-06-05,REP-047,CUST-00507,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0756,12479.4,SAR,2026-01-05 06:00:00
L0030580,INV-2025-014815,INV,,2025-12-16,REP-074,CUST-00907,Oman,CN-SDWAN,1.0,1384.2,0.0593,1302.12,OMR,2026-01-05 06:00:00
L0025689,INV-2025-012438,INV,,2025-09-11,REP-066,CUST-00900,Oman,CL-BKP,3.0,461.4,0.0331,1338.38,OMR,2026-01-05 06:00:00
L0003940,INV-2024-001942,INV,,24/04/2024,REP-044,CUST-00558,Saudi Arabia,cl-iaas-s ,1.0,6750.0,0.0538,6386.85,SAR,2026-01-05 06:00:00
L0014046,INV-2024-006757,INV,,2024-12-03,REP-065,CUST-00827,Oman,CL-BKP,1.0,461.4,0.0,461.4,OMR,2026-01-05 06:00:00
L0012185,INV-2024-005893,INV,,2024-11-09,REP-048,CUST-00727,UAE,CL-BKP,3.0,4407.0,0.1532,11195.54,AED,2026-01-05 06:00:00
L0012488,INV-2024-006010,INV,,08/11/2024,REP-063,CUST-00791,UAE,DV-RTR,5.0,4039.75,0.1566,17035.63,AED,2026-01-05 06:00:00
L0002150,INV-2024-001053,INV,,2024-03-03,REP-003,CUST-00015,Egypt,CN-FIB-100,1.0,113791.92,0.0734,105439.59,EGP,2026-01-05 06:00:00
L0027743,INV-2025-013477,INV,,2025-11-12,REP-024,CUST-00335,Egypt,CY-EDR,1.0,150432.3,0.2276,116193.91,EGP,2026-01-05 06:00:00
L0008212,INV-2024-004017,INV,,2024-08-27,REP-022,CUST-00359,Egypt,MS-HELP,1.0,229543.68,0.1748,189419.44,EGP,2026-01-05 06:00:00
L0007194,INV-2024-003528,INV,,2024-07-31,REP-023,CUST-00367,Egypt,CN-FIB-100,1.0,116274.48,0.1638,97228.72,EGP,2026-01-05 06:00:00
L0018247,INV-2025-008838,INV,,2025-04-17,REP-031,CUST-00414,Saudi Arabia,CL-BKP,1.0,4500.0,0.0843,4120.65,SAR,2026-01-05 06:00:00
L0030093,INV-2025-014604,INV,,2025-12-10,REP-050,CUST-00741,UAE,CY-EDR,1.0,11017.5,0.1523,9339.53,AED,2026-01-05 06:00:00
L0005041,INV-2024-002480,INV,,2024-05-21,REP-041,CUST-00516,Saudi Arabia,CY-EDR,2.0,11250.0,0.0595,21161.25,SAR,2026-01-05 06:00:00
L0010755,INV-2024-005203,INV,,2024-10-30,REP-040,CUST-00692,Saudi Arabia,CL-PROD,5.0,5625.0,0.0033,28032.19,SAR,2026-01-05 06:00:00
L0001359,INV-2024-000672,INV,,2024-02-04,REP-023,CUST-00338,Egypt,CY-EDR,1.0,92700.0,0.1875,75318.75,EGP,2026-01-05 06:00:00
L0021896,INV-2025-010647,INV,,2025-06-06,REP-084,CUST-00855,Oman,CN-SDWAN,1.0,1384.2,0.0899,1259.76,OMR,2026-01-05 06:00:00
L0016841,INV-2025-008146,INV,,2025-03-18,REP-020,CUST-00143,Egypt,CL-PROD,2.0,73423.35,0.0734,136068.15,EGP,2026-01-05 06:00:00
L0008901,INV-2024-004330,INV,,2024-09-12,REP-002,CUST-00008,Egypt,PS-IMPL,4.0,38589.52,0.1212,135649.88,EGP,2026-01-05 06:00:00
L0025075,INV-2025-012146,INV,,2025-09-05,REP-038,CUST-00639,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0559,12745.35,SAR,2026-01-05 06:00:00
L0018227,INV-2025-008831,INV,,2025-04-23,REP-029,CUST-00402,Saudi Arabia,MS-NOC,5.0,45000.0,0.12,198000.0,SAR,2026-01-05 06:00:00
L0002134,INV-2024-001046,INV,,2024-03-05,REP-002,CUST-00011,Egypt,MS-HELP,2.0,227583.84,0.1625,381202.93,EGP,2026-01-05 06:00:00
L0020599,INV-2025-009990,INV,,2025-06-03,REP-082,CUST-00019,Egypt,CL-IAAS-S,8.0,90192.78,0.1338,624999.89,EGP,2026-01-05 06:00:00
L0019038,INV-2025-009229,INV,,2025-05-20,REP-004,CUST-00046,Egypt,CY-FW,2.0,299583.0,0.0635,561118.96,EGP,2026-01-05 06:00:00
L0013811,INV-2024-006654,INV,,2024-12-10,REP-055,CUST-00769,UAE, cl-iaas-s,1.0,6610.5,0.057,6233.7,AED,2026-01-05 06:00:00
L0018551,INV-2025-008998,INV,,2025-04-14,REP-045,CUST-00506,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0935,12237.75,SAR,2026-01-05 06:00:00
L0022987,INV-2025-011158,INV,,2025-07-27,REP-086,CUST-00801,UAE,CY-EDR,1.0,11017.5,0.2086,8719.25,AED,2026-01-05 06:00:00
L0016371,INV-2025-007900,INV,,2025-02-19,REP-059,CUST-00801,UAE,DV-AP,13.0,1652.62,0.1987,17215.18,AED,2026-01-05 06:00:00
L0014341,INV-2025-006891,INV,,2025-01-04,REP-010,CUST-00187,Egypt,CN-FIB-100,1.0,119228.88,0.0193,116927.76,EGP,2026-01-05 06:00:00
L0024070,INV-2025-011680,INV,,2025-08-29,REP-057,CUST-00808,UAE,CL-IAAS-S,2.0,6610.5,0.2021,10549.04,AED,2026-01-05 06:00:00
L0004534,INV-2024-002215,INV,,2024-05-05,REP-011,CUST-00195,Egypt,CY-EDR,1.0,143654.1,0.0153,141456.19,EGP,2026-01-05 06:00:00
L0008803,INV-2024-004282,INV,,2024-08-19,REP-065,CUST-00957,Oman,CL-PROD,2.0,576.75,0.0177,1133.08,OMR,2026-01-05 06:00:00
L0031107,CN-2025-00209,CN,INV-2025-007519,2025-06-27,REP-016,CUST-00162,Egypt,CN-FIB-100,-1.0,120257.04,0.1444,-102891.92,EGP,2026-01-05 06:00:00
L0019530,INV-2025-009480,INV,,2025-05-13,REP-026,CUST-00375,Egypt,DV-AP,1.0,22468.72,0.1847,18318.75,EGP,2026-01-05 06:00:00
L0000906,INV-2024-000436,INV,,2024-01-27,REP-069,CUST-00833,Oman,DV-SW48,3.0,845.9,0.0451,2423.25,OMR,2026-01-05 06:00:00
L0015090,INV-2025-007266,INV,,2025-01-24,REP-053,CUST-00751,UAE,CY-FW,1.0,22035.0,0.0553,20816.46,AED,2026-01-05 06:00:00
L0029938,INV-2025-014520,INV,,2025-12-04,REP-044,CUST-00489,Saudi Arabia,MS-COLO,1.0,36000.0,0.039,34596.0,SAR,2026-01-05 06:00:00
L0005383,INV-2024-002651,INV,,2024-05-13,REP-061,CUST-00801,UAE,CN-SDWAN,1.0,13221.0,0.2107,10435.34,AED,2026-01-05 06:00:00
L0020273,INV-2025-009839,INV,,2025-05-31,REP-066,CUST-00949,Oman,CY-EDR,1.0,1153.5,0.046,1100.44,OMR,2026-01-05 06:00:00
L0022631,INV-2025-011006,INV,,25/07/2025,REP-044,CUST-00692,Saudi Arabia,CL-IAAS-L,1.0,28125.0,0.0466,26814.38,SAR,2026-01-05 06:00:00
L0017721,INV-2025-008577,INV,,2025-04-02,REP-003,CUST-00069,Egypt,CN-FIB-100,1.0,117919.2,0.126,103061.38,EGP,2026-01-05 06:00:00
L0027642,INV-2025-013420,INV,,2025-11-30,REP-020,CUST-00245,Egypt,CN-FIB-100,1.0,120345.84,0.0667,112318.77,EGP,2026-01-05 06:00:00
L0000424,INV-2024-000205,INV,,2024-01-11,REP-033,CUST-00426,Saudi Arabia,CN-FIB-100,1.0,2400.0,0.0816,2204.16,USD,2026-01-05 06:00:00
L0014636,INV-2025-007060,INV,,2025-01-01,REP-027,CUST-00351,Egypt,CN-FIB-100,1.0,119228.88,0.174,98483.05,EGP,2026-01-05 06:00:00
L0017448,INV-2025-008447,INV,,2025-03-21,REP-050,CUST-00738,UAE,CY-EDR,2.0,11017.5,0.1358,19042.65,AED,2026-01-05 06:00:00
L0003536,INV-2024-001743,INV,,2024-04-11,REP-019,CUST-00145,Egypt,CN-FIB-100,1.0,115056.96,0.012,113676.28,EGP,2026-01-05 06:00:00
L0006295,INV-2024-003109,INV,,2024-06-06,REP-045,CUST-00631,Saudi Arabia,MS-HELP,1.0,18000.0,0.1,16200.0,SAR,2026-01-05 06:00:00
L0001010,INV-2024-000474,INV,,2024-02-29,REP-007,CUST-00045,Egypt,PS-TRN,2.0,46350.0,0.1468,79091.64,EGP,2026-01-05 06:00:00
L0009393,INV-2024-004567,INV,,2024-09-29,REP-031,CUST-00440,Saudi Arabia,CN-FIB-1G,2.0,52500.0,0.1273,91633.5,SAR,2026-01-05 06:00:00
L0014062,INV-2024-006767,INV,,2024-12-23,REP-065,CUST-00824,Oman,CY-EDR,1.0,1153.5,0.0509,1094.79,OMR,2026-01-05 06:00:00
L0004446,INV-2024-002177,INV,,2024-05-10,REP-006,CUST-00023,Egypt,PS-TRN,2.0,71827.05,0.1681,119505.85,EGP,2026-01-05 06:00:00
L0006197,INV-2024-003048,INV,,2024-06-02,REP-039,CUST-00592,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0749,8325.9,SAR,2026-01-05 06:00:00
L0003625,INV-2024-001788,INV,,2024-04-25,REP-023,CUST-00358,Egypt,DV-SW48,2.0,105468.88,0.1925,170332.24,EGP,2026-01-05 06:00:00
L0023091,INV-2025-011215,INV,,2025-07-29,REP-080,CUST-00946,Oman,CN-FIB-100,1.0,922.8,0.0824,846.76,OMR,2026-01-05 06:00:00
L0021134,INV-2025-010259,INV,,2025-06-05,REP-070,CUST-00397,Saudi Arabia,PS-IMPL,3.0,3000.0,0.127,7857.0,SAR,2026-01-05 06:00:00
L0011287,INV-2024-005457,INV,,2024-10-26,REP-074,CUST-00950,Oman,CN-FIB-100,1.0,922.8,0.0672,860.79,OMR,2026-01-05 06:00:00
L0001147,INV-2024-000550,INV,,2024-02-28,REP-014,CUST-00128,Egypt,CN-FIB-100,1.0,74160.0,0.0341,71631.14,EGP,2026-01-05 06:00:00
L0018964,INV-2025-009194,INV,,2025-04-11,REP-081,CUST-00948,Oman,DV-SW48,2.0,845.9,0.0376,1628.19,OMR,2026-01-05 06:00:00
L0003091,INV-2024-001508,INV,,2024-03-04,REP-058,CUST-00791,UAE,DV-SW48,4.0,8079.5,0.1925,26096.78,AED,2026-01-05 06:00:00
L0022083,INV-2025-010721,INV,,2025-07-12,REP-009,CUST-00002,Egypt,CN-FIB-100,1.0,118862.4,0.0869,108533.26,EGP,2026-01-05 06:00:00
L0012743,INV-2024-006123,INV,,2024-12-27,REP-008,CUST-00033,Egypt,MS-NOC,1.0,573166.8,0.0887,522326.9,EGP,2026-01-05 06:00:00
L0026485,INV-2025-012846,INV,,2025-10-27,REP-070,CUST-00405,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.1193,11889.45,SAR,2026-01-05 06:00:00
L0004840,INV-2024-002388,INV,,2024-05-31,REP-027,CUST-00342,Egypt,CL-PROD,1.0,71827.05,0.2015,57353.9,EGP,2026-01-05 06:00:00
L0011640,INV-2024-005627,INV,,2024-11-28,REP-022,CUST-00353,Egypt,CN-FIB-100,2.0,115951.68,0.1752,191273.89,EGP,2026-01-05 06:00:00
L0007932,INV-2024-003859,INV,,2024-08-27,REP-003,CUST-00010,egypt,CN-SDWAN,2.0,172157.76,0.1301,299520.07,EGP,2026-01-05 06:00:00
L0007724,INV-2024-003760,INV,,2024-07-16,REP-059,CUST-00778,UAE,CN-FIB-100,1.0,8814.0,0.176,7262.74,AED,2026-01-05 06:00:00
L0003393,INV-2024-001658,INV,,2024-04-27,REP-011,CUST-00316,Egypt,CY-EDR,1.0,143821.2,0.0226,140570.84,EGP,2026-01-05 06:00:00
L0027868,INV-2025-013531,INV,,2025-11-26,REP-029,CUST-00404,Saudi Arabia,CN-FIB-100,6.0,9000.0,0.1388,46504.8,SAR,2026-01-05 06:00:00
L0017907,INV-2025-008667,INV,,2025-04-27,REP-017,CUST-00226,Egypt,CN-FIB-100,1.0,117919.2,0.0203,115525.44,EGP,2026-01-05 06:00:00
L0020497,INV-2025-009955,INV,,2025-06-21,REP-006,CUST-00010,Egypt,CY-EDR,1.0,150321.3,0.14,129276.32,EGP,2026-01-05 06:00:00
L0007777,INV-2024-003783,INV,,2024-07-29,REP-061,CUST-00817,UAE,MS-HELP,1.0,17628.0,0.208,13961.38,AED,2026-01-05 06:00:00
L0023268,INV-2025-011296,INV,,2025-08-09,REP-009,CUST-00054,Egypt,MS-HELP,1.0,239343.84,0.1055,214093.06,EGP,2026-01-05 06:00:00
L0005376,INV-2024-002647,INV,,2024-05-28,REP-061,CUST-00780,UAE,CY-EDR,4.0,11017.5,0.1944,35502.79,AED,2026-01-05 06:00:00
L0024826,INV-2025-012054,INV,,2025-09-16,REP-026,CUST-00368,Egypt, ps-impl,1.0,40049.28,0.2075,31739.05,EGP,2026-01-05 06:00:00
L0017972,INV-2025-008708,INV,,2025-04-26,REP-020,CUST-00105,Egypt,CN-FIB-100,3.0,117919.2,0.046,337484.75,EGP,2026-01-05 06:00:00
L0019981,INV-2025-009701,INV,,2025-05-15,REP-050,CUST-00706,UAE,CN-FIB-100,1.0,2400.0,0.1027,2153.52,USD,2026-01-05 06:00:00
L0002385,INV-2024-001159,INV,,2024-03-13,REP-015,CUST-00130,Egypt,CL-BKP,1.0,56895.96,0.0805,52315.84,EGP,2026-01-05 06:00:00
L0030522,INV-2025-014786,INV,,2025-12-22,REP-066,CUST-00833,Oman,CL-BKP,1.0,461.4,0.0368,444.42,OMR,2026-01-05 06:00:00
L0017605,INV-2025-008512,INV,,2025-03-04,REP-049,CUST-00804,uae,CL-IAAS-L,1.0,27543.75,0.167,22943.94,AED,2026-01-05 06:00:00
L0023737,INV-2025-011530,INV,,2025-08-08,REP-075,CUST-00385,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1082,8026.2,SAR,2026-01-05 06:00:00
L0027056,INV-2025-013111,INV,,2025-10-30,REP-049,CUST-00784,UAE,CL-PROD,7.0,5508.75,0.2395,29325.83,AED,2026-01-05 06:00:00
L0003559,INV-2024-001757,INV,,2024-04-28,REP-020,CUST-00294,Egypt,CY-EDR,1.0,143821.2,0.0987,129626.05,EGP,2026-01-05 06:00:00
L0001571,INV-2024-000763,INV,,2024-02-20,REP-038,CUST-00575,Saudi Arabia,CL-BKP,5.0,4500.0,0.0802,20695.5,SAR,2026-01-05 06:00:00
L0019365,INV-2025-009394,INV,,2025-05-30,REP-077,CUST-00079,Egypt,CL-BKP,1.0,59916.6,0.0829,54949.51,EGP,2026-01-05 06:00:00
L0018597,INV-2025-009025,INV,,2025-04-29,REP-047,CUST-00530,Saudi Arabia,PS-IMPL,8.0,3000.0,0.0725,22260.0,SAR,2026-01-05 06:00:00
L0016790,INV-2025-008118,INV,,2025-03-09,REP-018,CUST-00204,Egypt,CL-IAAS-S,2.0,88108.02,0.1161,155757.36,EGP,2026-01-05 06:00:00
L0008905,INV-2024-004331,INV,,2024-09-25,REP-002,CUST-00029,Egypt,CL-BKP,1.0,57884.28,0.1528,49039.56,EGP,2026-01-05 06:00:00
L0014327,INV-2025-006883,INV,,2025-01-24,REP-010,CUST-00103,Egypt,CN-FIB-100,1.0,119228.88,0.0202,116820.46,EGP,2026-01-05 06:00:00
L0013976,INV-2024-006726,INV,,2024-12-07,REP-061,CUST-00782,UAE,PS-IMPL,1.0,2938.0,0.1918,2374.49,AED,2026-01-05 06:00:00
L0004744,INV-2024-002345,INV,,10/05/2024,REP-022,CUST-00350,Egypt,MS-HELP,1.0,229846.56,0.136,198587.43,EGP,2026-01-05 06:00:00
L0011928,INV-2024-005743,INV,,2024-11-11,REP-075,CUST-00439,Saudi Arabia,CY-FW,1.0,22500.0,0.1063,20108.25,SAR,2026-01-05 06:00:00
L0023013,INV-2025-011170,INV,,2025-07-01,REP-065,CUST-00921,Oman,CL-BKP,1.0,461.4,0.0069,458.22,OMR,2026-01-05 06:00:00
L0009971,INV-2024-004829,INV,,2024-09-26,REP-073,CUST-00781,UAE,CY-EDR,3.0,11017.5,0.1585,27813.68,AED,2026-01-05 06:00:00
L0005458,INV-2024-002687,INV,,2024-05-14,REP-066,CUST-00969,Oman,DV-RTR,1.0,422.95,0.0229,413.26,OMR,2026-01-05 06:00:00
L0020066,INV-2025-009733,INV,,2025-05-02,REP-072,CUST-00712,UAE,CY-EDR,1.0,11017.5,0.0622,10332.21,AED,2026-01-05 06:00:00
L0020525,INV-2025-009965,INV,,2025-06-13,REP-006,CUST-00011,Egypt,CN-FIB-100,1.0,120257.04,0.078,110876.99,EGP,2026-01-05 06:00:00
L0028240,INV-2025-013698,INV,,2025-11-10,REP-046,CUST-00698,Saudi Arabia,CN-FIB-100,2.0,9000.0,0.0487,17123.4,SAR,2026-01-05 06:00:00
L0009641,INV-2024-004690,INV,,2024-09-04,REP-045,CUST-00684,Saudi Arabia,DV-RTR,2.0,4125.0,0.0966,7453.05,SAR,2026-01-05 06:00:00
L0011683,INV-2024-005647,INV,,2024-11-21,REP-024,CUST-00335,Egypt,CY-EDR,1.0,144939.6,0.2202,113023.9,EGP,2026-01-05 06:00:00
L0018780,INV-2025-009093,INV,,2025-04-02,REP-061,CUST-00783,UAE,DV-RTR,3.0,4039.75,0.1278,10570.41,AED,2026-01-05 06:00:00
L0005814,INV-2024-002861,INV,,2024-06-03,REP-018,CUST-00087,Egypt,CL-PROD,1.0,72175.05,0.1109,64170.84,EGP,2026-01-05 06:00:00
L0017615,INV-2025-008516,INV,,2025-03-18,REP-049,CUST-00808,UAE,CL-IAAS-S,3.0,6610.5,0.2277,15315.87,AED,2026-01-05 06:00:00
L0026789,INV-2025-013007,INV,,2025-10-15,REP-050,CUST-00756,UAE,MS-HELP,1.0,17628.0,0.1202,15509.11,AED,2026-01-05 06:00:00
L0026588,INV-2025-012896,INV,,2025-10-19,REP-040,CUST-00594,Saudi Arabia,CL-BKP,2.0,4500.0,0.0,9000.0,SAR,2026-01-05 06:00:00
L0008197,INV-2024-004008,INV,,2024-08-27,REP-021,CUST-00373,Egypt,CN-FIB-100,1.0,114771.84,0.2072,90991.11,EGP,2026-01-05 06:00:00
L0011610,INV-2024-005615,INV,,2024-11-18,REP-021,CUST-00350,Egypt,DV-SW48,3.0,106289.04,0.1898,258346.14,EGP,2026-01-05 06:00:00
L0029026,INV-2025-014066,INV,,2025-12-24,REP-082,CUST-00059,Egypt,CY-EDR,1.0,151361.1,0.1058,135347.1,EGP,2026-01-05 06:00:00
L0005421,INV-2024-002666,INV,,2024-05-28,REP-065,CUST-00825,Oman,MS-HELP,1.0,1845.6,0.0319,1786.73,OMR,2026-01-05 06:00:00
L0004141,INV-2024-002037,INV,,2024-04-30,REP-057,CUST-00798,UAE,CL-PROD,1.0,5508.75,0.2058,4375.05,AED,2026-01-05 06:00:00
L0013258,INV-2024-006392,INV,,2024-12-30,REP-032,CUST-00398,Saudi Arabia,DV-AP,7.0,1687.5,0.1092,10522.58,SAR,2026-01-05 06:00:00
L0008701,INV-2024-004235,INV,,2024-08-05,REP-059,CUST-00791,UAE,DV-AP,19.0,1652.62,0.1841,25619.08,AED,2026-01-05 06:00:00
L0004493,INV-2024-002192,INV,,2024-05-27,REP-009,CUST-00048,Egypt,CN-FIB-100,1.0,114923.28,0.0811,105603.0,EGP,2026-01-05 06:00:00
L0029782,INV-2025-014429,INV,,2025-12-07,REP-085,CUST-00408,Saudi Arabia,CL-BKP,1.0,4500.0,0.1309,3910.95,SAR,2026-01-05 06:00:00
L0028783,INV-2025-013950,INV,,2025-11-05,REP-074,CUST-00956,Oman,CL-IAAS-S,3.0,692.1,0.042,1989.1,OMR,2026-01-05 06:00:00
L0027200,INV-2025-013187,INV,,29/10/2025,REP-080,CUST-00863,Oman,DV-RTR,1.0,422.95,0.0797,389.24,OMR,2026-01-05 06:00:00
L0016327,INV-2025-007878,INV,,2025-02-17,REP-056,CUST-00767,UAE,MS-HELP,1.0,4800.0,0.1106,4269.12,USD,2026-01-05 06:00:00
L0007782,INV-2024-003786,INV,,2024-07-15,REP-063,CUST-00792,UAE,CL-PROD,5.0,5508.75,0.1427,23613.26,AED,2026-01-05 06:00:00
L0023712,INV-2025-011522,INV,,2025-08-22,REP-070,CUST-00376,Saudi Arabia,PS-TRN,2.0,5625.0,0.1072,10044.0,SAR,2026-01-05 06:00:00
L0018936,INV-2025-009176,INV,,2025-04-30,REP-074,CUST-00873,Oman,CN-FIB-100,1.0,922.8,0.0789,849.99,OMR,2026-01-05 06:00:00
L0017207,INV-2025-008316,INV,,2025-03-04,REP-038,CUST-00469,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0786,8292.6,SAR,2026-01-05 06:00:00
L0001171,INV-2024-000565,INV,,26/02/2024,REP-015,CUST-00199,Egypt,PS-TRN,1.0,46350.0,0.1075,41367.38,EGP,2026-01-05 06:00:00
L0006067,INV-2024-002991,INV,,2024-06-18,REP-032,CUST-00390,Saudi Arabia,CL-BKP,6.0,4500.0,0.1324,23425.2,SAR,2026-01-05 06:00:00
L0008955,INV-2024-004350,INV,,2024-09-05,REP-004,CUST-00037,Egypt,CN-FIB-100,1.0,115768.56,0.0543,109482.33,EGP,2026-01-05 06:00:00
L0012610,INV-2024-006077,INV,,2024-11-23,REP-074,CUST-00938,Oman,CY-EDR,1.0,1153.5,0.0837,1056.95,OMR,2026-01-05 06:00:00
L0017984,INV-2025-008715,INV,,2025-04-16,REP-077,CUST-00122,Egypt,CL-BKP,1.0,58959.6,0.0113,58293.36,EGP,2026-01-05 06:00:00
L0025923,INV-2025-012560,INV,,2025-10-31,REP-007,CUST-00006,Egypt,CL-BKP,1.0,59472.72,0.1333,51545.01,EGP,2026-01-05 06:00:00
L0031195,CN-2025-00258,CN,INV-2025-009538,2025-07-26,REP-070,CUST-00442,Saudi Arabia,PS-TRN,-12.0,5625.0,0.1085,-60176.25,SAR,2026-01-05 06:00:00
L0018642,INV-2025-009043,INV,,2025-04-13,REP-048,CUST-00738,UAE,CN-FIB-100,1.0,8814.0,0.1331,7640.86,AED,2026-01-05 06:00:00
L0001814,INV-2024-000899,INV,,2024-02-08,REP-051,CUST-00738,UAE,CY-EDR,1.0,11017.5,0.1459,9410.05,AED,2026-01-05 06:00:00
L0016868,INV-2025-008165,INV,,2025-03-30,REP-077,CUST-00206,Egypt,CN-FIB-100,1.0,117477.36,0.093,106551.97,EGP,2026-01-05 06:00:00
L0005938,INV-2024-002931,INV,,2024-06-27,REP-024,CUST-00365,Egypt,DV-SW48,1.0,105856.74,0.1652,88369.21,EGP,2026-01-05 06:00:00
L0003192,INV-2024-001561,INV,,2024-03-05,REP-066,CUST-00837,Oman,CN-FIB-100,1.0,922.8,0.0206,903.79,OMR,2026-01-05 06:00:00
L0001489,INV-2024-000728,INV,,2024-02-09,REP-033,CUST-00440,Saudi Arabia,CL-IAAS-S,4.0,6750.0,0.0337,26090.1,SAR,2026-01-05 06:00:00
L0028795,INV-2025-013957,INV,,2025-11-04,REP-080,CUST-00865,Oman,DV-RTR,1.0,422.95,0.0398,406.12,OMR,2026-01-05 06:00:00
L0014626,INV-2025-007054,INV,,2025-01-06,REP-026,CUST-00342,Egypt,CL-IAAS-S,1.0,89421.66,0.1914,72306.35,EGP,2026-01-05 06:00:00
L0029994,INV-2025-014553,INV,,2025-12-16,REP-047,CUST-00700,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0018,8983.8,SAR,2026-01-05 06:00:00
L0013501,INV-2024-006506,INV,,2024-12-05,REP-043,CUST-00639,Saudi Arabia,CL-BKP,5.0,4500.0,0.0777,20751.75,SAR,2026-01-05 06:00:00
L0000934,INV-2024-000447,INV,,2024-02-12,REP-002,CUST-00054,Egypt,CY-EDR,1.0,92700.0,0.1243,81177.39,EGP,2026-01-05 06:00:00
